epoch,ap_pred_acc,ap_pred_loss,ap_pred_mape_ap,ap_pred_mape_pp,ap_pred_metric_mape,loss,seg_acc,seg_iou_score,seg_loss,val_ap_pred_acc,val_ap_pred_loss,val_ap_pred_mape_ap,val_ap_pred_mape_pp,val_ap_pred_metric_mape,val_loss,val_seg_acc,val_seg_iou_score,val_seg_loss
15,0.55229252576828,0.0010728385532274842,4.544081687927246,2.940833806991577,3.742522954940796,0.07686413079500198,0.9990583062171936,0.8611524701118469,0.07579143345355988,0.5475191473960876,0.0009603273356333375,1.259150505065918,1.4360822439193726,1.3476165533065796,0.051057178527116776,0.9993637204170227,0.9053928852081299,0.05009686201810837
16,0.5663225650787354,0.0010657301172614098,4.900221347808838,3.014820098876953,3.9508304595947266,0.07584039121866226,0.9990910291671753,0.8628143668174744,0.07477466017007828,0.583582878112793,0.0009651719592511654,1.275002121925354,1.506379246711731,1.390690565109253,0.05683581531047821,0.9991294741630554,0.8964762091636658,0.0558706633746624
17,0.5759166479110718,0.0010552550666034222,4.792450904846191,2.743600368499756,3.7604212760925293,0.07428856194019318,0.9991078972816467,0.8654766082763672,0.07323309779167175,0.5672581195831299,0.0009513497934676707,1.2172967195510864,1.3660557270050049,1.2916765213012695,0.05889295041561127,0.9992581009864807,0.8913272619247437,0.05794157832860947
18,0.5906086564064026,0.001054729800671339,4.9036760330200195,3.122232675552368,4.012312889099121,0.07441503554582596,0.9991156458854675,0.8651987314224243,0.07336024940013885,0.5865820050239563,0.0009604392689652741,1.243527889251709,1.395624041557312,1.319576621055603,0.05124298855662346,0.9993621706962585,0.9050620198249817,0.05028253793716431
19,0.6180411577224731,0.0010479099582880735,5.289522647857666,2.71287202835083,3.997464656829834,0.07258955389261246,0.9991443753242493,0.8681451678276062,0.07154176384210587,0.62404465675354,0.0009666560799814761,1.435712218284607,1.5084455013275146,1.4720792770385742,0.04959931969642639,0.9993515014648438,0.9081647992134094,0.04863269254565239
20,0.6342138051986694,0.0010401768377050757,5.2334065437316895,2.57133150100708,3.8996243476867676,0.07192617654800415,0.9991511106491089,0.8695106506347656,0.07088598608970642,0.6382595896720886,0.0009475393453612924,1.2775455713272095,1.386492371559143,1.332018494606018,0.04768536984920502,0.999407947063446,0.911405086517334,0.04673779755830765
21,0.6556180715560913,0.0010346435010433197,4.606761455535889,3.003713846206665,3.806771755218506,0.07121123373508453,0.9991592168807983,0.870478630065918,0.07017651945352554,0.6560787558555603,0.0009490020456723869,1.292993187904358,1.4322203397750854,1.3626066446304321,0.04715398699045181,0.9994001984596252,0.9124341011047363,0.04620499908924103
22,0.6657158732414246,0.0010312660597264767,4.524023532867432,3.153160333633423,3.8482184410095215,0.07132945954799652,0.999143660068512,0.8706567883491516,0.07029841840267181,0.6598987579345703,0.0009447461925446987,1.1941194534301758,1.3711450099945068,1.282631754875183,0.05038011446595192,0.9993993639945984,0.9065227508544922,0.04943538457155228
23,0.6759904026985168,0.0010217262897640467,4.791382789611816,2.880167007446289,3.841475486755371,0.06912454217672348,0.9991921186447144,0.873940110206604,0.06810296326875687,0.6565141081809998,0.0009473329409956932,1.2565717697143555,1.4301865100860596,1.3433794975280762,0.04827640950679779,0.9993961453437805,0.910340428352356,0.04732908681035042
24,0.6906243562698364,0.0010235162917524576,5.036617755889893,2.777275562286377,3.908076047897339,0.06997925043106079,0.9991642236709595,0.8728318810462952,0.0689554288983345,0.7272865176200867,0.0009419128182344139,1.2167104482650757,1.4109017848968506,1.313806176185608,0.04525279253721237,0.9994367361068726,0.9159378409385681,0.044310878962278366
25,0.7040392160415649,0.0010180072858929634,4.994575023651123,2.5955328941345215,3.7873690128326416,0.06898607313632965,0.9991726875305176,0.8743810653686523,0.06796805560588837,0.7027260065078735,0.0009414544911123812,1.2906880378723145,1.4437071084976196,1.3671966791152954,0.04436614736914635,0.999439001083374,0.9174240231513977,0.043424736708402634
26,0.7121011018753052,0.0010117243509739637,4.932313442230225,2.94671368598938,3.932241439819336,0.06764158606529236,0.9991955161094666,0.876578152179718,0.06662987172603607,0.7046680450439453,0.0009433250525034964,1.2865008115768433,1.4256340265274048,1.3560667037963867,0.04652504622936249,0.9994337558746338,0.9134893417358398,0.04558172821998596
27,0.7225971221923828,0.0010137484641745687,4.329287052154541,2.581871509552002,3.451038360595703,0.0680118203163147,0.9991945028305054,0.8759560585021973,0.0669981837272644,0.7673110365867615,0.000955012277700007,1.1825560331344604,1.277545690536499,1.230050802230835,0.04999449476599693,0.999291181564331,0.9084413647651672,0.04903949052095413
28,0.7468734979629517,0.0010123711545020342,4.341883659362793,2.9942679405212402,3.67254376411438,0.06780575960874557,0.9992094039916992,0.876424252986908,0.06679341942071915,0.7330397367477417,0.0009343780111521482,1.1149293184280396,1.278039574623108,1.1964839696884155,0.04425486549735069,0.9994555711746216,0.9175792336463928,0.04332049563527107
29,0.7158632874488831,0.001009982661344111,4.721410751342773,3.3067314624786377,4.014489650726318,0.06815463304519653,0.9991936683654785,0.8758985996246338,0.06714458763599396,0.6811366081237793,0.0009422218427062035,1.2010647058486938,1.4761385917663574,1.338600754737854,0.043643519282341,0.9994665384292603,0.9187057614326477,0.04270130395889282
